Geocode Address,Geocode Street,Case Number,Occurred From Date Year,Occurred From Date Month,Occurred From Time,Occurred From Timestamp,Occurred Through Date Year,Occurred Through Date Month,Occurred Through Time,Occurred Through Timestamp,Reported Date Year,Reported Date Month,Reported Time,Reported Timestamp,Address StreetFull,Address City,Address State,Patrol Beat,Patrol Section,Case Status,Statute Title,Statute Section,Statute Subsection,Statute Degree,Statute Class,Statute Category,Statute Text,Statute Description,Statute Crime Category,Statute Attempted,Weapon Description,Larceny Type,Location Type,Geo Beat,Geo Section,Geo Section Num
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00257793,2018,10,1630,"10/18/2018, 12:30 PM",2018,10,1630,"10/18/2018, 12:30 PM",2018,10,1632,"10/18/2018, 4:32 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00257505,2018,10,1033,"10/18/2018, 6:33 AM",2018,10,1033,"10/18/2018, 6:33 AM",2018,10,1033,"10/18/2018, 10:33 AM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00256071,2018,10,1607,"10/16/2018, 12:07 PM",2018,10,1607,"10/16/2018, 12:07 PM",2018,10,1607,"10/16/2018, 4:07 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00255999,2018,10,1445,"10/16/2018, 10:45 AM",2018,10,1445,"10/16/2018, 10:45 AM",2018,10,1445,"10/16/2018, 2:45 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00253759,2018,10,1628,"10/13/2018, 12:28 PM",2018,10,1628,"10/13/2018, 12:28 PM",2018,10,1628,"10/13/2018, 4:28 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00249164,2018,10,1449,"10/8/2018, 10:49 AM",2018,10,1449,"10/8/2018, 10:49 AM",2018,10,1449,"10/8/2018, 2:49 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00235808,2018,9,2137,"9/22/2018, 5:37 PM",2018,9,2137,"9/23/2018, 5:37 PM",2018,9,2137,"9/22/2018, 9:37 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Warrant Advised,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Department/Discount Store,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00226733,2018,9,1445,"9/13/2018, 10:45 AM",2018,9,1451,"9/13/2018, 10:51 AM",2018,9,1451,"9/13/2018, 2:51 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00212380,2018,8,1158,"8/29/2018, 7:58 AM",2018,8,1158,"8/29/2018, 7:58 AM",2018,8,1158,"8/29/2018, 11:58 AM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00246794,2018,10,1301,"10/5/2018, 9:01 AM",2018,10,1301,"10/5/2018, 9:01 AM",2018,10,1301,"10/5/2018, 1:01 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00240135,2018,9,1711,"9/27/2018, 1:11 PM",2018,9,1711,"9/27/2018, 1:11 PM",2018,9,1711,"9/27/2018, 5:11 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00239184,2018,9,1637,"9/26/2018, 12:37 PM",2018,9,1637,"9/26/2018, 12:37 PM",2018,9,1637,"9/26/2018, 4:37 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00238954,2018,9,1205,"9/26/2018, 8:05 AM",2018,9,1205,"9/26/2018, 8:05 AM",2018,9,1205,"9/26/2018, 12:05 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00238228,2018,9,1545,"9/25/2018, 11:45 AM",2018,9,1545,"9/25/2018, 11:45 AM",2018,9,1557,"9/25/2018, 3:57 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Grocery/Supermarket,287,Clinton,7
"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00237517,2018,9,2010,"9/24/2018, 4:10 PM",2018,9,2010,"9/24/2018, 4:10 PM",2018,9,2020,"9/24/2018, 8:20 PM",285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,287,Clinton,7
"2 Chace St, Rochester, NY, 14606",2 CHACE ST,2018-00212800,2018,8,0521,"8/29/2018, 1:21 AM",2018,8,0557,"8/29/2018, 1:57 AM",2018,8,1925,"8/29/2018, 7:25 PM",2 CHACE ST,Rochester,NY,261,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,261,Lake,1
"352 St Paul St, Rochester, NY, 14605",352 ST PAUL ST,2018-00238798,2018,9,1600,"9/25/2018, 12:00 PM",2018,9,1600,"9/25/2018, 12:00 PM",2018,9,0800,"9/26/2018, 8:00 AM",352 ST PAUL ST,Rochester,NY,287,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,287,Clinton,7
"440 Lake Ave, Rochester, NY, 14613",440 LAKE AVE,2018-00257876,2018,10,1104,"10/17/2018, 7:04 AM",2018,10,1247,"10/17/2018, 8:47 AM",2018,10,1621,"10/18/2018, 4:21 PM",440 LAKE AVE,Rochester,NY,271,Lake,Cleared by Arrest - Adult,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Gas Station,271,Lake,1
"440 Lake Ave, Rochester, NY, 14613",440 LAKE AVE,2018-00238130,2018,9,0448,"9/23/2018, 12:48 AM",2018,9,0458,"9/23/2018, 12:58 AM",2018,9,1440,"9/25/2018, 2:40 PM",440 LAKE AVE,Rochester,NY,271,Lake,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Gas Station,271,Lake,1
"440 Lake Ave, Rochester, NY, 14613",440 LAKE AVE,2018-00212147,2018,8,0514,"8/29/2018, 1:14 AM",2018,8,0520,"8/29/2018, 1:20 AM",2018,8,0514,"8/29/2018, 5:14 AM",440 LAKE AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Gas Station,271,Lake,1
"614 Garson Ave, Rochester, NY, 14609",614 GARSON AVE,2018-00218816,2018,9,1600,"9/1/2018, 12:00 PM",2018,9,0600,"9/2/2018, 2:00 AM",2018,9,0930,"9/5/2018, 9:30 AM",614 GARSON AVE,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Yard,225,Goodman,5
"247 N Clinton Ave, Rochester, NY, 14605",247 N CLINTON AVE,2018-00247564,2018,10,1252,"10/6/2018, 8:52 AM",2018,10,1347,"10/6/2018, 9:47 AM",2018,10,1252,"10/6/2018, 12:52 PM",247 N CLINTON AVE,Rochester,NY,287,Clinton,Field,PL ,155.30   ,05    ,4,E,F,Larceny,Grand Larceny 4th: Property Taken From Person               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Business Office,287,Clinton,7
"295 Smith St, Rochester, NY, 14608",295 SMITH ST,2018-00216776,2018,9,0257,"9/2/2018, 10:57 PM",2018,9,0257,"9/2/2018, 10:57 PM",2018,9,0257,"9/3/2018, 2:57 AM",295 SMITH ST,Rochester,NY,209,Central,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,209,Central,9
"25 Leavenworth St, Rochester, NY, 14613",25 LEAVENWORTH ST,2018-00218402,2018,9,1900,"9/4/2018, 3:00 PM",2018,9,1900,"9/4/2018, 3:00 PM",2018,9,2014,"9/4/2018, 8:14 PM",25 LEAVENWORTH ST,Rochester,NY,251,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Street,251,Lake,1
"25 Leavenworth St, Rochester, NY, 14613",25 LEAVENWORTH ST,2018-00218337,2018,9,1935,"9/4/2018, 3:35 PM",2018,9,1935,"9/4/2018, 3:35 PM",2018,9,2000,"9/4/2018, 8:00 PM",25 LEAVENWORTH ST,Rochester,NY,251,Lake,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,251,Lake,1
"710 Jay St, Rochester, NY, 14611",710 JAY ST,2018-00258147,2018,10,0045,"10/18/2018, 8:45 PM",2018,10,0048,"10/18/2018, 8:48 PM",2018,10,0048,"10/19/2018, 12:48 AM",710 JAY ST,Rochester,NY,291,Lake,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,291,Lake,1
"155 W Main St, Rochester, NY, 14614",155 W MAIN ST,2018-00225342,2018,9,1400,"9/10/2018, 10:00 AM",2018,9,0900,"9/11/2018, 5:00 AM",2018,9,0805,"9/12/2018, 8:05 AM",155 W MAIN ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,209,Central,9
"180 S Goodman St, Rochester, NY, 14607",180 S GOODMAN ST,2018-00256978,2018,10,1030,"10/17/2018, 6:30 AM",2018,10,1720,"10/17/2018, 1:20 PM",2018,10,1745,"10/17/2018, 5:45 PM",180 S GOODMAN ST,Rochester,NY,245,Goodman,Office,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,245,Goodman,5
"186 N Water St, Rochester, NY, 14604",186 N WATER ST,2018-00213212,2018,8,2200,"8/29/2018, 6:00 PM",2018,8,0810,"8/30/2018, 4:10 AM",2018,8,0820,"8/30/2018, 8:20 AM",186 N WATER ST,Rochester,NY,219,Central,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,219,Central,9
"228 Field St, Rochester, NY, 14620",228 FIELD ST,2018-00250160,2018,10,2000,"10/8/2018, 4:00 PM",2018,10,0845,"10/9/2018, 4:45 AM",2018,10,1609,"10/9/2018, 4:09 PM",228 FIELD ST,Rochester,NY,255,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,255,Goodman,5
"208 N Goodman St, Rochester, NY, 14607",208 N GOODMAN ST,2018-00257725,2018,10,0200,"10/17/2018, 10:00 PM",2018,10,0600,"10/18/2018, 2:00 AM",2018,10,1525,"10/18/2018, 3:25 PM",208 N GOODMAN ST,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,225,Goodman,5
"269 Berkeley St, Rochester, NY, 14607",269 BERKELEY ST,2018-00235650,2018,9,1900,"9/22/2018, 3:00 PM",2018,9,1900,"9/22/2018, 3:00 PM",2018,9,1910,"9/22/2018, 7:10 PM",269 BERKELEY ST,Rochester,NY,245,Goodman,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,245,Goodman,5
"1154 E Main St, Rochester, NY, 14609",1154 E MAIN ST,2018-00218989,2018,9,1200,"9/5/2018, 8:00 AM",2018,9,1228,"9/5/2018, 8:28 AM",2018,9,1228,"9/5/2018, 12:28 PM",1154 E MAIN ST,Rochester,NY,225,Goodman,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Other Retail Store,225,Goodman,5
"1154 E Main St, Rochester, NY, 14609",1154 E MAIN ST,2018-00218118,2018,9,1600,"9/4/2018, 12:00 PM",2018,9,1609,"9/4/2018, 12:09 PM",2018,9,1609,"9/4/2018, 4:09 PM",1154 E MAIN ST,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Parking Lot,225,Goodman,5
"99 Exchange Blvd, Rochester, NY, 14614",99 EXCHANGE BLVD,2018-00238111,2018,9,1245,"9/25/2018, 8:45 AM",2018,9,1246,"9/25/2018, 8:46 AM",2018,9,1420,"9/25/2018, 2:20 PM",99 EXCHANGE BLVD,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Public Access Building,209,Central,9
"7 N Washington St, Rochester, NY, 14614",7 N WASHINGTON ST,2018-00216893,2018,9,2030,"9/2/2018, 4:30 PM",2018,9,1000,"9/3/2018, 6:00 AM",2018,9,1010,"9/3/2018, 10:10 AM",7 N WASHINGTON ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,209,Central,9
"247 N Goodman St, Rochester, NY, 14607",247 N GOODMAN ST,2018-00214991,2018,8,2100,"8/31/2018, 5:00 PM",2018,9,0215,"8/31/2018, 10:15 PM",2018,9,0218,"9/1/2018, 2:18 AM",247 N GOODMAN ST,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,225,Goodman,5
"727 Dewey Ave, Rochester, NY, 14613",727 DEWEY AVE,2018-00247389,2018,10,2340,"10/5/2018, 7:40 PM",2018,10,2340,"10/5/2018, 7:40 PM",2018,10,2348,"10/5/2018, 11:48 PM",727 DEWEY AVE,Rochester,NY,241,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,241,Lake,1
"301 E Main St, Rochester, NY, 14604",301 E MAIN ST,2018-00235255,2018,9,1900,"9/21/2018, 3:00 PM",2018,9,2300,"9/21/2018, 7:00 PM",2018,9,0955,"9/22/2018, 9:55 AM",301 E MAIN ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,219,Central,9
"465 Upper Falls Blvd, Rochester, NY, 14605",465 UPPER FALLS BLVD,2018-00212944,2018,8,2000,"8/28/2018, 4:00 PM",2018,8,0700,"8/29/2018, 3:00 AM",2018,8,2225,"8/29/2018, 10:25 PM",465 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,287,Clinton,7
"1530 E Main St, Rochester, NY, 14609",1530 E MAIN ST,2018-00249313,2018,10,1753,"10/8/2018, 1:53 PM",2018,10,1753,"10/8/2018, 1:53 PM",2018,10,1753,"10/8/2018, 5:53 PM",1530 E MAIN ST,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Street,225,Goodman,5
"102 Adams St, Rochester, NY, 14608",102 ADAMS ST,2018-00225621,2018,9,2100,"9/11/2018, 5:00 PM",2018,9,0730,"9/12/2018, 3:30 AM",2018,9,1320,"9/12/2018, 1:20 PM",102 ADAMS ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,209,Central,9
"31 Anderson Ave, Rochester, NY, 14607",31 ANDERSON AVE,2018-00257396,2018,10,2230,"10/17/2018, 6:30 PM",2018,10,0730,"10/18/2018, 3:30 AM",2018,10,0754,"10/18/2018, 7:54 AM",31 ANDERSON AVE,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,225,Goodman,5
"816 University Ave, Rochester, NY, 14607",816 UNIVERSITY AVE,2018-00230520,2018,9,2200,"9/12/2018, 6:00 PM",2018,9,0600,"9/13/2018, 2:00 AM",2018,9,1430,"9/17/2018, 2:30 PM",816 UNIVERSITY AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,245,Goodman,5
"547 Joseph Ave, Rochester, NY, 14605",547 JOSEPH AVE,2018-00248881,2018,10,2100,"10/6/2018, 5:00 PM",2018,10,0600,"10/7/2018, 2:00 AM",2018,10,0729,"10/8/2018, 7:29 AM",547 JOSEPH AVE,Rochester,NY,277,Clinton,Office,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,277,Clinton,7
"547 Joseph Ave, Rochester, NY, 14605",547 JOSEPH AVE,2018-00229497,2018,9,0612,"9/16/2018, 2:12 AM",2018,9,0710,"9/16/2018, 3:10 AM",2018,9,0940,"9/16/2018, 9:40 AM",547 JOSEPH AVE,Rochester,NY,277,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Residential,277,Clinton,7
"704 N Clinton Ave, Rochester, NY, 14605",704 N CLINTON AVE,2018-00255054,2018,10,2030,"10/14/2018, 4:30 PM",2018,10,1230,"10/15/2018, 8:30 AM",2018,10,1235,"10/15/2018, 12:35 PM",704 N CLINTON AVE,Rochester,NY,277,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Residential,277,Clinton,7
"32 Rundel Park, Rochester, NY, 14607",32 RUNDEL PARK,2018-00218176,2018,8,1800,"8/31/2018, 2:00 PM",2018,9,1645,"9/4/2018, 12:45 PM",2018,9,1700,"9/4/2018, 5:00 PM",32 RUNDEL PARK,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,245,Goodman,5
"318 S Goodman St, Rochester, NY, 14607",318 S GOODMAN ST,2018-00223690,2018,9,2100,"9/6/2018, 5:00 PM",2018,9,1500,"9/7/2018, 11:00 AM",2018,9,1300,"9/10/2018, 1:00 PM",318 S GOODMAN ST,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Residential,245,Goodman,5
"731 E Main St, Rochester, NY, 14605",731 E MAIN ST,2018-00248327,2018,10,1900,"10/6/2018, 3:00 PM",2018,10,0924,"10/7/2018, 5:24 AM",2018,10,1024,"10/7/2018, 10:24 AM",731 E MAIN ST,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,225,Goodman,5
